"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked","polarity"
"1408","SPC21_2_[19 28 29]-8_tactile1","SPC21","SPC","M",2,"[19, 28, 29]","tactile1",8,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,45,50,0.282842712474619,0.863074712399612,71232,71232,0,"Any[-38.93333333333333, -29.633333333333333]","Any[5.833333333333333, 8.733333333333333, 26.066666666666666, 32.3, 19.4, 20.166666666666668, 48.93333333333333, 25.366666666666667, 13.766666666666667, 22.466666666666665, 31.1, 31.533333333333335, 33.5, 6.066666666666666, 20.133333333333333, 6.866666666666666, 22.066666666666666, 5.966666666666667, 25.3, 30.666666666666668, 5.933333333333334, 6.2, 29.3, 6.033333333333333, 36.733333333333334, 6.0, 39.833333333333336, 6.4, 6.3, 6.9, 28.633333333333333, 6.033333333333333, 32.9, 6.0, 6.733333333333333, 6.133333333333334, 6.166666666666667, 6.2, 46.233333333333334, 6.233333333333333, 36.0, 6.733333333333333, 6.533333333333333, 6.6, 6.7]",6,17,0,0,"0:1:50","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]",43,1.66275783168157,0.477121254719662,5.13566644344908e-99,TRUE,"Control"
"1410","SPC21_2_[19 28 29]-10_tactile1","SPC21","SPC","M",2,"[19, 28, 29]","tactile1",10,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,46,50,0,0.92228642237537,71232,71232,0,"Any[]","Any[6.733333333333333, 30.233333333333334, 9.766666666666667, 18.033333333333335, 15.933333333333334, 36.43333333333333, 6.833333333333333, 15.966666666666667, 19.733333333333334, 8.9, 24.533333333333335, 13.733333333333333, 5.766666666666667, 14.433333333333334, 9.533333333333333, 15.5, 5.833333333333333, 7.966666666666667, 13.733333333333333, 22.066666666666666, 7.466666666666667, 15.766666666666667, 17.6, 6.866666666666666, 18.366666666666667, 16.666666666666668, 5.833333333333333, 17.7, 6.8, 6.9, 19.9, 21.533333333333335, 9.233333333333333, 17.566666666666666, 8.033333333333333, 11.733333333333333, 6.733333333333333, 12.633333333333333, 17.1, 11.966666666666667, 6.866666666666666, 7.966666666666667, 8.133333333333333, 19.866666666666667, 15.7, 7.0]",6,8,0,0,"0:1:50","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]",46,1.67209785793572,0,4.35359181716848e-85,TRUE,"Control"
"1411","SPC21_2_[19 28 29]-11_tactile1","SPC21","SPC","M",2,"[19, 28, 29]","tactile1",11,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,27,50,0,0.503457433905888,71232,71232,0,"Any[]","Any[5.8, 8.166666666666666, 6.666666666666667, 5.7, 5.6, 6.833333333333333, 5.633333333333334, 5.666666666666667, 5.7, 5.733333333333333, 5.7, 5.7, 5.633333333333334, 5.666666666666667, 5.8, 5.7, 5.766666666666667, 5.7, 5.833333333333333, 5.766666666666667, 5.766666666666667, 5.833333333333333, 5.8, 5.866666666666666, 5.8, 5.9, 5.8]",5,24,0,0,"0:1:50","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]",27,1.44715803134222,0,1.24583943812872e-86,TRUE,"Control"
"1412","SPC21_2_[19 28 29]-12_tactile1","SPC21","SPC","M",2,"[19, 28, 29]","tactile1",12,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,21,50,0,0.537947725250364,71232,71232,0,"Any[]","Any[12.9, 24.433333333333334, 14.466666666666667, 13.433333333333334, 14.533333333333333, 14.666666666666666, 14.066666666666666, 15.433333333333334, 13.366666666666667, 14.366666666666667, 15.4, 13.833333333333334, 16.0, 15.066666666666666, 13.666666666666666, 14.2, 13.566666666666666, 21.833333333333332, 14.766666666666667, 18.8, 20.1]",14,7,0,0,"0:1:50","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]",21,1.34242268082221,0,7.08724205789334e-80,TRUE,"Control"
"1414","SPC21_2_[19 28 29]-14_tactile1","SPC21","SPC","M",2,"[19, 28, 29]","tactile1",14,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",1,10,50,0.141421356237309,0.494871659305394,71232,71232,0,"Any[-24.8]","Any[30.7, 13.2, 17.366666666666667, 19.233333333333334, 23.166666666666668, 17.533333333333335, 33.4, 18.233333333333334, 7.633333333333334, 14.366666666666667]",17,2,0,0,"0:1:50","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]","[""spc21_210624_194712.rhs"", ""spc21_210624_194728.rhs"", ""spc21_210624_194744.rhs"", ""spc21_210624_194800.rhs"", ""spc21_210624_194816.rhs""]","[6, 7, 8, 9, 10]",9,1.04139268515823,0.301029995663981,6.52144042118908e-71,TRUE,"Control"
"4624","SPC37_1_[9 24 25]-2_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,26,50,0,0.504672049504448,58291,58291,0,"Any[]","Any[6.7, 8.133333333333333, 7.8, 7.733333333333333, 7.833333333333333, 7.833333333333333, 7.866666666666666, 7.933333333333334, 7.333333333333333, 8.166666666666666, 6.566666666666666, 6.8, 6.7, 6.766666666666667, 9.233333333333333, 8.733333333333333, 8.966666666666667, 9.666666666666666, 9.7, 8.266666666666667, 7.9, 7.833333333333333, 8.4, 6.766666666666667, 6.633333333333334, 7.166666666666667]",7,10,0,0,"0:1:50","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",26,1.43136376415899,0,8.90376358786868e-86,TRUE,"Control"
"4625","SPC37_1_[9 24 25]-3_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",7,18,50,0.350509832753866,0.59795570104161,58291,58291,0,"Any[-47.4, -11.433333333333334, -14.8, -26.133333333333333, -28.3, -5.5, -28.7]","Any[13.866666666666667, 36.96666666666667, 37.46666666666667, 25.166666666666668, 4.966666666666667, 25.933333333333334, 25.233333333333334, 19.433333333333334, 42.333333333333336, 49.5, 38.333333333333336, 6.933333333333334, 44.46666666666667, 31.9, 4.533333333333333, 6.633333333333334, 21.0, 16.766666666666666]",25,3,0,0,"0:1:50","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",11,1.27875360095283,0.903089986991944,5.51709835519987e-89,TRUE,"Control"
"4626","SPC37_1_[9 24 25]-4_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",11,18,50,0.581693516328638,0.52527932316715,58291,58291,0,"Any[-3.433333333333333, -12.566666666666666, -45.733333333333334, -29.966666666666665, -18.733333333333334, -37.333333333333336, -8.733333333333333, -48.53333333333333, -35.9, -10.9, -36.53333333333333]","Any[16.6, 20.033333333333335, 11.7, 17.5, 48.7, 10.366666666666667, 29.533333333333335, 22.866666666666667, 46.6, 8.633333333333333, 29.433333333333334, 29.533333333333335, 41.2, 40.5, 48.46666666666667, 47.63333333333333, 11.933333333333334, 14.466666666666667]",29,3,0,0,"0:1:50","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",7,1.27875360095283,1.07918124604762,1.3419263712386e-80,TRUE,"Control"
"4627","SPC37_1_[9 24 25]-5_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",6,11,50,0.328260722659316,0.41845195759648,58291,58291,0,"Any[-44.4, -41.833333333333336, -3.3333333333333335, -18.7, -26.833333333333332, -36.8]","Any[22.7, 25.066666666666666, 8.466666666666667, 18.266666666666666, 13.033333333333333, 10.033333333333333, 35.53333333333333, 36.9, 14.366666666666667, 5.9, 12.133333333333333]",5,1,0,0,"0:1:50","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",5,1.07918124604762,0.845098040014257,4.89054869433889e-80,TRUE,"Control"
"4628","SPC37_1_[9 24 25]-6_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",6,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,6,50,0.197948663722157,0.385449644663773,58291,58291,0,"Any[-5.166666666666667, -13.066666666666666]","Any[3.5, 40.53333333333333, 14.366666666666667, 30.9, 22.866666666666667, 8.966666666666667]",3,1,0,0,"0:1:50","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",4,0.845098040014257,0.477121254719662,1.33649559745167e-66,TRUE,"Control"
"4630","SPC37_1_[9 24 25]-2_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,56,50,0,0.328260722659316,58625,58291,334,"Any[]","Any[6.1, 12.166666666666666, 6.1, 12.166666666666666, 6.166666666666667, 12.266666666666667, 6.166666666666667, 12.2, 6.2, 12.266666666666667, 6.2, 12.433333333333334, 6.233333333333333, 6.266666666666667, 6.3, 6.333333333333333, 6.266666666666667, 6.266666666666667, 6.3, 6.266666666666667, 6.3, 6.3, 6.3, 6.3, 6.233333333333333, 6.266666666666667, 6.233333333333333, 6.266666666666667, 6.233333333333333, 6.233333333333333, 6.233333333333333, 6.233333333333333, 6.2, 6.233333333333333, 6.2, 6.233333333333333, 6.2, 6.2, 6.2, 6.233333333333333, 6.2, 6.233333333333333, 6.233333333333333, 6.2, 6.233333333333333, 6.2, 6.166666666666667, 6.2, 6.233333333333333, 6.2, 6.2, 6.166666666666667, 6.2, 6.2, 6.2, 6.2]",6,50,0,0,"0:1:50","[""spc37_220321_161705.rhs"", ""spc37_220321_161721.rhs"", ""spc37_220321_161737.rhs"", ""spc37_220321_161753.rhs"", ""spc37_220321_161809.rhs""]","[11, 12, 13, 14, 15]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",56,1.75587485567249,0,2.97048796995828e-111,TRUE,"Control"
"4631","SPC37_1_[9 24 25]-3_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",9,9,50,0.437525509460387,0.437525509460387,58625,58291,334,"Any[-12.6, -38.13333333333333, -34.63333333333333, -36.4, -23.933333333333334, -16.533333333333335, -21.766666666666666, -42.8, -24.033333333333335]","Any[44.766666666666666, 21.633333333333333, 3.933333333333333, 7.433333333333334, 23.9, 12.966666666666667, 22.2, 30.466666666666665, 49.8]",3,1,0,0,"0:1:50","[""spc37_220321_161705.rhs"", ""spc37_220321_161721.rhs"", ""spc37_220321_161737.rhs"", ""spc37_220321_161753.rhs"", ""spc37_220321_161809.rhs""]","[11, 12, 13, 14, 15]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",0,1,1,1,TRUE,"Control"
"4632","SPC37_1_[9 24 25]-4_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",11,7,50,0.506689938599091,0.350509832753866,58625,58291,334,"Any[-22.733333333333334, -25.533333333333335, -14.166666666666666, -31.0, -46.7, -39.2, -2.7, -44.333333333333336, -20.4, -31.766666666666666, -26.266666666666666]","Any[30.2, 38.166666666666664, 32.3, 49.733333333333334, 4.8, 43.96666666666667, 13.2]",4,1,0,0,"0:1:50","[""spc37_220321_161705.rhs"", ""spc37_220321_161721.rhs"", ""spc37_220321_161737.rhs"", ""spc37_220321_161753.rhs"", ""spc37_220321_161809.rhs""]","[11, 12, 13, 14, 15]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",-4,0.903089986991944,1.07918124604762,7.61916954915361e-63,TRUE,"Control"
"4633","SPC37_1_[9 24 25]-5_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",14,5,50,0.607436903584837,0.303045763365663,58625,58291,334,"Any[-38.766666666666666, -35.333333333333336, -39.833333333333336, -32.1, -26.0, -13.9, -28.8, -17.833333333333332, -11.633333333333333, -41.43333333333333, -8.433333333333334, -3.2666666666666666, -40.53333333333333, -14.033333333333333]","Any[16.666666666666668, 2.8333333333333335, 12.1, 31.133333333333333, 41.666666666666664]",2,1,0,0,"0:1:50","[""spc37_220321_161705.rhs"", ""spc37_220321_161721.rhs"", ""spc37_220321_161737.rhs"", ""spc37_220321_161753.rhs"", ""spc37_220321_161809.rhs""]","[11, 12, 13, 14, 15]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",-9,0.778151250383644,1.17609125905568,5.6828221251483e-77,TRUE,"Control"
"4634","SPC37_1_[9 24 25]-6_tactile1","SPC37","SPC","F",1,"[9, 24, 25]","tactile1",6,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",5,1,50,0.303045763365663,0.14142135623731,58625,58291,334,"Any[-21.0, -17.533333333333335, -47.53333333333333, -47.56666666666667, -23.466666666666665]","Any[5.733333333333333]",5,1,0,0,"0:1:50","[""spc37_220321_161705.rhs"", ""spc37_220321_161721.rhs"", ""spc37_220321_161737.rhs"", ""spc37_220321_161753.rhs"", ""spc37_220321_161809.rhs""]","[11, 12, 13, 14, 15]","[""spc37_220321_161131.rhs"", ""spc37_220321_161147.rhs"", ""spc37_220321_161203.rhs"", ""spc37_220321_161219.rhs"", ""spc37_220321_161235.rhs""]","[6, 7, 8, 9, 10]",-4,0.301029995663981,0.778151250383644,9.98394050153797e-72,TRUE,"Control"
"4660","SPC37_2_[11 22 27]-2_tactile1","SPC37","SPC","F",2,"[11, 22, 27]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,148,50,0.197948663722157,0.807111250961459,61540,61540,0,"Any[-44.4, -46.166666666666664]","Any[12.133333333333333, 13.8, 19.1, 22.3, 15.033333333333333, 17.433333333333334, 21.866666666666667, 12.833333333333334, 17.766666666666666, 22.0, 12.933333333333334, 18.233333333333334, 22.2, 13.866666666666667, 18.166666666666668, 21.766666666666666, 13.133333333333333, 17.633333333333333, 21.5, 13.5, 18.3, 21.966666666666665, 12.233333333333333, 16.866666666666667, 20.7, 11.5, 17.233333333333334, 12.566666666666666, 17.766666666666666, 21.633333333333333, 24.3, 16.1, 22.066666666666666, 25.366666666666667, 12.0, 20.8, 23.733333333333334, 26.7, 12.3, 19.233333333333334, 22.0, 25.8, 2.566666666666667, 18.866666666666667, 21.933333333333334, 24.366666666666667, 12.5, 18.5, 21.333333333333332, 25.3, 14.7, 18.1, 22.933333333333334, 13.333333333333334, 18.4, 22.633333333333333, 16.5, 21.933333333333334, 17.133333333333333, 22.166666666666668, 14.266666666666667, 18.066666666666666, 23.333333333333332, 12.0, 21.766666666666666, 26.8, 13.2, 17.533333333333335, 22.633333333333333, 27.433333333333334, 13.066666666666666, 17.933333333333334, 22.2, 13.4, 17.833333333333332, 21.9, 24.866666666666667, 13.233333333333333, 17.533333333333335, 21.733333333333334, 26.166666666666668, 13.266666666666667, 18.9, 22.0, 26.166666666666668, 11.666666666666666, 17.5, 21.9, 25.366666666666667, 17.1, 22.133333333333333, 24.566666666666666, 13.033333333333333, 21.533333333333335, 13.3, 17.7, 11.133333333333333, 17.166666666666668, 20.533333333333335, 24.6, 12.5, 19.933333333333334, 22.366666666666667, 26.9, 12.7, 18.633333333333333, 22.066666666666666, 25.1, 12.733333333333333, 18.733333333333334, 22.7, 28.666666666666668, 11.933333333333334, 19.566666666666666, 22.0, 17.2, 23.5, 14.833333333333334, 21.966666666666665, 24.766666666666666, 12.5, 18.4, 23.1, 12.666666666666666, 21.766666666666666, 25.4, 12.0, 21.533333333333335, 25.9, 12.733333333333333, 22.1, 13.6, 22.0, 15.366666666666667, 22.7, 26.1, 17.433333333333334, 23.6, 17.333333333333332, 22.866666666666667, 17.166666666666668, 22.733333333333334, 17.533333333333335, 23.7, 13.066666666666666, 21.566666666666666, 14.3, 22.3]",21,22,0,0,"0:1:50","[""spc37_220321_170540.rhs"", ""spc37_220321_170556.rhs"", ""spc37_220321_170612.rhs"", ""spc37_220321_170628.rhs"", ""spc37_220321_170644.rhs""]","[1, 2, 3, 4, 5]","[""spc37_220321_170540.rhs"", ""spc37_220321_170556.rhs"", ""spc37_220321_170612.rhs"", ""spc37_220321_170628.rhs"", ""spc37_220321_170644.rhs""]","[1, 2, 3, 4, 5]",146,2.17318626841227,0.477121254719662,9.15439401392853e-124,TRUE,"Control"
"4663","SPC37_2_[11 22 27]-5_tactile1","SPC37","SPC","F",2,"[11, 22, 27]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",48,110,50,1.0093440990089,1.51185789203691,61540,61540,0,"Any[-44.833333333333336, -3.7333333333333334, -12.066666666666666, -6.733333333333333, -45.56666666666667, -21.233333333333334, -9.433333333333334, -46.2, -28.933333333333334, -26.6, -22.866666666666667, -10.033333333333333, -31.533333333333335, -8.7, -34.8, -5.0, -14.466666666666667, -10.033333333333333, -29.133333333333333, -44.4, -33.833333333333336, -37.733333333333334, -7.3, -33.4, -14.9, -16.466666666666665, -3.8333333333333335, -44.13333333333333, -19.7, -6.1, -26.8, -38.56666666666667, -28.666666666666668, -7.733333333333333, -47.03333333333333, -44.13333333333333, -48.333333333333336, -36.9, -27.033333333333335, -9.766666666666667, -43.6, -38.06666666666667, -40.56666666666667, -18.3, -15.9, -46.03333333333333, -42.333333333333336, -33.266666666666666]","Any[18.9, 25.6, 27.733333333333334, 12.733333333333333, 15.033333333333333, 26.533333333333335, 12.466666666666667, 19.033333333333335, 3.6333333333333333, 14.333333333333334, 17.7, 19.466666666666665, 23.3, 46.0, 19.5, 23.366666666666667, 24.366666666666667, 12.733333333333333, 14.533333333333333, 24.7, 27.933333333333334, 36.43333333333333, 45.86666666666667, 14.533333333333333, 16.433333333333334, 13.066666666666666, 21.8, 23.766666666666666, 23.733333333333334, 7.133333333333334, 23.533333333333335, 27.133333333333333, 33.43333333333333, 16.366666666666667, 22.133333333333333, 23.866666666666667, 3.933333333333333, 4.9, 18.233333333333334, 24.0, 26.233333333333334, 31.066666666666666, 2.5, 23.033333333333335, 16.266666666666666, 22.466666666666665, 28.266666666666666, 30.766666666666666, 14.833333333333334, 24.8, 30.6, 37.166666666666664, 18.233333333333334, 12.566666666666666, 26.066666666666666, 30.633333333333333, 2.2333333333333334, 17.633333333333333, 35.86666666666667, 23.766666666666666, 37.4, 39.8, 47.166666666666664, 5.766666666666667, 6.166666666666667, 19.666666666666668, 24.8, 32.233333333333334, 25.333333333333332, 27.966666666666665, 9.066666666666666, 19.166666666666668, 23.2, 23.6, 3.8666666666666667, 23.833333333333332, 18.933333333333334, 24.1, 6.6, 8.3, 14.433333333333334, 23.833333333333332, 27.266666666666666, 29.966666666666665, 27.466666666666665, 31.2, 17.966666666666665, 24.466666666666665, 30.466666666666665, 33.3, 27.1, 24.766666666666666, 37.9, 48.93333333333333, 19.233333333333334, 27.5, 24.666666666666668, 18.233333333333334, 36.96666666666667, 14.333333333333334, 12.5, 17.433333333333334, 27.8, 31.1, 40.03333333333333, 11.766666666666667, 12.6, 24.233333333333334, 19.7, 49.96666666666667]",23,13,0,0,"0:1:50","[""spc37_220321_170540.rhs"", ""spc37_220321_170556.rhs"", ""spc37_220321_170612.rhs"", ""spc37_220321_170628.rhs"", ""spc37_220321_170644.rhs""]","[1, 2, 3, 4, 5]","[""spc37_220321_170540.rhs"", ""spc37_220321_170556.rhs"", ""spc37_220321_170612.rhs"", ""spc37_220321_170628.rhs"", ""spc37_220321_170644.rhs""]","[1, 2, 3, 4, 5]",62,2.04532297878666,1.69019608002851,7.61891371056814e-123,TRUE,"Control"
